Identifier,Label,Description,Created,Modified,History notes,Type,Status,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped type,Mapped status
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,390,Food business registration,Service,Live
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1293,Food premises approval,Service,Live
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1134,Gambling premises licence,Service,Live
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1682,Gambling premises temporary use notices,Service,Live
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1357,Greyhound racing track licence,Service,Live
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,391,Late night catering licence,Service,Live
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1687,Licensed premises gaming machine permit,Service,Live
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,397,Lottery licence,Service,Live
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,910,Personal alcohol and entertainment licence,Service,Live
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,860,Premises licence,Service,Live
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1685,Prize gaming permit,Service,Live
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,388,Sex establishment licence,Service,Live
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,842,Sports grounds safety certificate,Service,Live
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1256,Sports stands safety certificate,Service,Live
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1160,Stage hypnotism licence,Service,Live
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,742,Street cafŽ licence,Service,Live
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1071,Temporary event notice,Service,Live
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,844,Track betting licence,Service,Live
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1686,Track gambling premises occasional use notices,Service,Live
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,387,Voluntary sector transport licence,Service,Live
23,Hazardous materials licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1328,Dry cleaning permit,Service,Live
23,Hazardous materials licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,796,Explosives licence,Service,Live
23,Hazardous materials licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,384,Fireworks sales licence,Service,Live
23,Hazardous materials licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1329,Petrol vapour recovery regulation,Service,Live
23,Hazardous materials licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,810,Petroleum storage licence,Service,Live
23,Hazardous materials licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,697,Petroleum storage licence/certificate,Service,Live
23,Hazardous materials licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,380,Poisons licence,Service,Live
23,Hazardous materials licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,795,Radioactive materials storage and transport,Service,Live
23,Hazardous materials licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1330,Solvent emissions regulation,Service,Live
24,Taxi and minicab licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1729,Dual drivers licence,Service,Live
24,Taxi and minicab licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,635,Hackney carriage (taxi) drivers licence,Service,Live
24,Taxi and minicab licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,632,Hackney carriage (taxi) licence,Service,Live
24,Taxi and minicab licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,634,Private hire drivers licence,Service,Live
24,Taxi and minicab licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,636,Private hire operators licence,Service,Live
24,Taxi and minicab licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,633,Private hire vehicle (minicab) licence,Service,Live
24,Taxi and minicab licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1126,Taxi fare setting,Service,Live
24,Taxi and minicab licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,786,Taxi ranks,Service,Live
25,Waste and pollution licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,691,Clean Air Act approval,Service,Live
25,Waste and pollution licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,707,Cooling tower registration,Service,Live
