Identifier,Label,Description,Created,Modified,History notes,Type,Status,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped type,Mapped status
29,Trading standards,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,1742,Public weighbridges,Service,Live
29,Trading standards,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,403,Retail trading standards,Service,Live
29,Trading standards,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,1127,Trader approval schemes,Service,Live
29,Trading standards,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,401,Trading standards advice to businesses,Service,Live
29,Trading standards,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,1110,Trading standards education,Service,Live
29,Trading standards,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,1125,Under age sales,Service,Live
29,Trading standards,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,404,Weights and measures,Service,Live
30,Children and families,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,,,,,,,,,
31,Adoption and fostering,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,160,Adoption,Service,Live
31,Adoption and fostering,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,159,Fostering,Service,Live
31,Adoption and fostering,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1781,Staying put arrangement,Service,Live
32,Child protection,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1769,Care order,Service,Live
32,Child protection,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1780,Child assessment order,Service,Live
32,Child protection,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,266,Child protection,Service,Live
32,Child protection,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,310,Child protection orders,Service,Live
32,Child protection,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1694,Child safety orders,Service,Live
32,Child protection,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1678,Children's Trust Board,Service,Live
32,Child protection,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1760,Safeguarding Children Board,Service,Live
32,Child protection,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1721,Special guardianship order,Service,Live
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,700,Advice for young people,Service,Live
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1728,Autism strategy,Service,Live
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,896,Behaviour development in schools,Service,Live
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,631,Chaperone service,Service,Live
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1726,Child employment registration,Service,Live
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,48,Child performance licences,Service,Live
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1676,Child poverty needs assessment,Service,Live
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1677,Child poverty strategy,Service,Live
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1282,Educational support for looked after children,Service,Live
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1507,Head lice,Service,Live
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,246,HIV / AIDS support for children and young people,Service,Live
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,264,Hospice care for children and young people,Service,Live
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,837,Preventative services for children and young people,Service,Live
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1787,Sensory rooms,Service,Live
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1788,"Speech, language and communication therapy",Service,Live
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,5,Supervised medication in school,Service,Live
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,892,Support for gifted children,Service,Live
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1394,Support when leaving education,Service,Live
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,736,Teenage pregnancy,Service,Live
33,Children's health and wellbeing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,737,Traveller children support,Service,Live
34,Children's social care,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1723,Care plan,Service,Live
34,Children's social care,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1069,Children's certificate,Service,Discontinued
34,Children's social care,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,878,Common Assessment Framework,Service,Live
34,Children's social care,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1722,Independent visitors for looked after children,Service,Live
34,Children's social care,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,263,Residential care for children and young people,Service,Live
34,Children's social care,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,260,Respite care for children and young people,Service,Live
34,Children's social care,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,261,Shared care for children and young people,Service,Live
34,Children's social care,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1790,Short breaks,Service,Live
34,Children's social care,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,840,Support for children in care,Service,Live
34,Children's social care,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,918,Support for young people leaving care,Service,Live
34,Children's social care,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1281,Supported employment for looked after children,Service,Live
35,Family support,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,53,Children's centres,Service,Live
35,Family support,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1579,Family information services,Service,Live
35,Family support,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,831,Family support groups,Service,Live
35,Family support,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1772,Integrated family support,Service,Live
35,Family support,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1761,Parenting contract,Service,Live
36,Nurseries and childcare,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,19,Childcare out of school hours,Service,Live
36,Nurseries and childcare,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1680,Childcare sufficiency assessment,Service,Live
36,Nurseries and childcare,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,21,Childminders,Service,Live
36,Nurseries and childcare,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,323,Historical record searches,Service,Live
37,Young people's activities,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,642,Young people's drop in activities,Service,Live
37,Young people's activities,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,643,Young people's organised activities,Service,Live
37,Young people's activities,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,919,Youth leadership training,Service,Live
37,Young people's activities,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,1116,Youth Opportunity Fund,Service,Live
37,Young people's activities,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,30,Children and families,Children and families,,contains,629,Youth project volunteering,Service,Live
38,Community and living,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,,,,,,,,,
39,Armed forces support,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1654,Armed forces community covenant,Service,Live
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,328,Bereavement support,Service,Live
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,320,Birth certificate amendments,Service,Live
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,319,Birth registration,Service,Live
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1538,Cemeteries and crematoria,Service,Live
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,20,Childminding,Service,Live
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,852,Citizenship ceremonies,Service,Live
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,875,Civil funerals,Service,Live
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,663,Copy certificates,Service,Live
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,324,Death - historical searches,Service,Discontinued
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,321,Death registration,Service,Live
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,332,Exhumations,Service,Live
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,671,Funeral expenses payment,Service,Live
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,335,Funeral records,Service,Live
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,333,Grave purchasing,Service,Live
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,825,Independent funerals,Service,Discontinued
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,698,Marriage - historical searches,Service,Discontinued
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1716,Marriage or civil partnership registration,Service,Live
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,874,Marriage renewal,Service,Live
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,334,Memorial construction,Service,Live
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,325,Mortuaries,Service,Live
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,329,Municipal funerals,Service,Live
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,873,Naming ceremonies,Service,Live
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,876,Notice of marriage or civil partnership,Service,Live
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,327,Repatriation of bodies abroad,Service,Live
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,326,Repatriation of bodies to England and Wales,Service,Live
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,322,Stillbirth registration,Service,Live
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,626,Sudden death investigations,Service,Live
40,"Births, deaths and ceremonies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,317,Wedding venues,Service,Live
41,Community facilities and events,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1555,Civic events,Service,Live
41,Community facilities and events,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1653,Community asset transfer,Service,Live
41,Community facilities and events,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1149,Community centres,Service,Live
41,Community facilities and events,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1402,Community equipment loans,Service,Live
41,Community facilities and events,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,755,Community facility grants,Service,Live
41,Community facilities and events,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,746,Community farms,Service,Live
41,Community facilities and events,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,373,"Conference, hall and meeting room hire",Service,Live
41,Community facilities and events,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,607,Demonstrations and parades permission,Service,Live
41,Community facilities and events,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1049,Permission to host events,Service,Live
41,Community facilities and events,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1580,Street parties permission,Service,Live
42,Community grants,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,871,Community grants,Service,Live
42,Community grants,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1412,Community noticeboards,Service,Live
42,Community grants,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,615,Grants for voluntary organisations,Service,Live
43,Community groups and organisations,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,719,Community assemblies and committees,Service,Live
43,Community groups and organisations,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,297,Community support groups and organisations,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,429,Accident reporting,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,657,Alley gating,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1483,Anti-social behaviour  - solvent abuse,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1480,Anti-social behaviour - begging and vagrancy,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1481,Anti-social behaviour - hoax or false calls to emergency services,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1484,Anti-social behaviour - inconsiderate or nuisance,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1482,Anti-social behaviour - malicious or nuisance communication,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1485,Anti-social behaviour - neighbour nuisance,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1486,Anti-social behaviour - street drinking,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1487,Anti-social behaviour - vehicle,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1603,Arson investigation,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,800,Arson reduction,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,801,Attending automatic fire alarms,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,756,Beach patrols,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1783,Channel early intervention scheme,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1750,Civil injunction,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,802,Community fire safety,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1752,Community protection notice,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,870,Community safety,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1044,Community wardens,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1782,Counter terrorism (Prevent),Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1696,Criminal behaviour order,Service,Discontinued
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1751,Criminal Behaviour Order,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1476,Criminal damage - dwelling,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1477,Criminal damage - non-domestic building,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1479,Criminal damage - non-specific,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1478,Criminal damage - property,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1475,Criminal damage - vehicle,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1689,Designated public places order,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1609,Fire and rescue - operational assurance,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1610,Fire and rescue - risk management,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,818,Fire hydrants maintenance,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,803,Fire regulations residential enforcement,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,812,Fire safety education,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,809,Fire warden/commercial training,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,426,Firework safety advice,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1133,Hate crime,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1156,Neighbourhood policing,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1754,Premises closure notice,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,164,Protection from harassment,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1753,Public Spaces Protection Order,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,368,Release of CCTV evidence,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1673,Safety of disused mines and tips,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1364,Temporary structure fire safety,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,498,Town centre CCTV,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,497,Town centre crime prevention,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,586,Vandalism prevention,Service,Live
44,Community safety and crime,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,688,Witness support,Service,Live
45,Domestic violence,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,,,,,
46,Emergencies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1474,Attending arson incidents,Service,Live
46,Emergencies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,815,Attending fires,Service,Live
46,Emergencies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,793,Civil emergencies - flooding,Service,Live
46,Emergencies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,794,Civil emergencies - gas pipelines,Service,Live
46,Emergencies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,792,Civil emergencies - major accident hazards,Service,Live
46,Emergencies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,729,Civil emergencies - social and psychological support,Service,Live
46,Emergencies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1308,Current emergency situations - civil,Service,Live
46,Emergencies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1287,Current emergency situations - health,Service,Live
46,Emergencies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1307,Current emergency situations - weather,Service,Live
46,Emergencies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1605,Fire and rescue incident investigation,Service,Live
46,Emergencies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1604,Firework incident research,Service,Live
46,Emergencies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,798,Hazardous chemical (HAZCHEM) incidents,Service,Live
46,Emergencies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,816,Post-incident support,Service,Live
46,Emergencies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,819,Securing premises after fire,Service,Live
46,Emergencies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,817,Specialist rescue services,Service,Live
